1;0,0000680000
2;0,0000010000
3;0,0000010000
4;0,0000020000
5;0,0000020000
6;0,0000020000
7;0,0000030000
8;0,0000030000
9;0,0000040000
10;0,0000050000
11;0,0000060000
12;0,0000070000
13;0,0000080000
14;0,0000090000
15;0,0000090000
16;0,0000110000
17;0,0000120000
18;0,0000130000
19;0,0000150000
20;0,0000170000
21;0,0000180000
22;0,0000190000
23;0,0000210000
24;0,0000090000
25;0,0000090000
26;0,0000100000
27;0,0000110000
28;0,0000120000
29;0,0000120000
30;0,0000130000
31;0,0000140000
32;0,0000150000
33;0,0000170000
34;0,0000170000
35;0,0000180000
36;0,0000190000
37;0,0000200000
38;0,0000210000
39;0,0000220000
40;0,0000230000
41;0,0000240000
42;0,0000250000
43;0,0000260000
44;0,0000280000
45;0,0000290000
46;0,0000300000
47;0,0000320000
48;0,0000330000
49;0,0000340000
50;0,0000360000
51;0,0000370000
52;0,0000390000
53;0,0000390000
54;0,0000420000
55;0,0000430000
56;0,0000440000
57;0,0000460000
58;0,0000470000
59;0,0000490000
60;0,0000510000
61;0,0000530000
62;0,0000540000
63;0,0000560000
64;0,0000580000
65;0,0000590000
66;0,0000390000
67;0,0000400000
68;0,0000620000
69;0,0000440000
70;0,0000560000
71;0,0000450000
72;0,0000460000
73;0,0000470000
74;0,0000490000
75;0,0000500000
76;0,0000510000
77;0,0000520000
78;0,0000540000
79;0,0000550000
80;0,0000560000
81;0,0000580000
82;0,0000600000
83;0,0000610000
84;0,0000620000
85;0,0000640000
86;0,0000650000
87;0,0000670000
88;0,0000680000
89;0,0000690000
90;0,0000710000
91;0,0000730000
92;0,0000740000
93;0,0000750000
94;0,0000780000
95;0,0000790000
96;0,0000810000
97;0,0000830000
98;0,0000840000
99;0,0000860000
100;0,0000880000
101;0,0000890000
102;0,0000910000
103;0,0000930000
104;0,0000950000
105;0,0000970000
106;0,0000980000
107;0,0001000000
108;0,0001020000
109;0,0001040000
110;0,0001060000
111;0,0001070000
112;0,0001100000
113;0,0001110000
114;0,0001140000
115;0,0001150000
116;0,0001170000
117;0,0001190000
118;0,0001210000
119;0,0001240000
120;0,0001250000
121;0,0001270000
122;0,0001300000
123;0,0001310000
124;0,0001330000
125;0,0001360000
126;0,0001380000
127;0,0001400000
128;0,0001430000
129;0,0001450000
130;0,0001470000
131;0,0001490000
132;0,0001510000
133;0,0001540000
134;0,0001560000
135;0,0001590000
136;0,0001610000
137;0,0001630000
138;0,0001650000
139;0,0001680000
140;0,0001710000
141;0,0001730000
142;0,0001750000
143;0,0001770000
144;0,0001800000
145;0,0001830000
146;0,0001850000
147;0,0001880000
148;0,0001900000
149;0,0001920000
150;0,0001950000
151;0,0001980000
152;0,0002000000
153;0,0002030000
154;0,0002060000
155;0,0002080000
156;0,0002350000
157;0,0002140000
158;0,0002160000
159;0,0002190000
160;0,0002220000
161;0,0002240000
162;0,0002270000
163;0,0002300000
164;0,0002330000
165;0,0002350000
166;0,0002380000
167;0,0002420000
168;0,0004480000
169;0,0002470000
170;0,0002500000
171;0,0002530000
172;0,0002550000
173;0,0002590000
174;0,0002620000
175;0,0002650000
176;0,0002680000
177;0,0002700000
178;0,0002740000
179;0,0002770000
180;0,0002800000
181;0,0002830000
182;0,0003340000
183;0,0002900000
184;0,0002930000
185;0,0002960000
186;0,0002980000
187;0,0003020000
188;0,0003050000
189;0,0003090000
190;0,0003120000
191;0,0003150000
192;0,0003180000
193;0,0003220000
194;0,0003240000
195;0,0003280000
196;0,0003620000
197;0,0003370000
198;0,0003390000
199;0,0003410000
200;0,0003450000
201;0,0003480000
202;0,0003520000
203;0,0003550000
204;0,0003590000
205;0,0003620000
206;0,0003680000
207;0,0003700000
208;0,0003730000
209;0,0003770000
210;0,0003800000
211;0,0003830000
212;0,0003880000
213;0,0003910000
214;0,0003960000
215;0,0004000000
216;0,0004020000
217;0,0004050000
218;0,0004090000
219;0,0004150000
220;0,0004190000
221;0,0004210000
222;0,0004350000
223;0,0004280000
224;0,0004340000
225;0,0004360000
226;0,0004400000
227;0,0004430000
228;0,0004500000
229;0,0004510000
230;0,0004550000
231;0,0004610000
232;0,0004640000
233;0,0004680000
234;0,0004740000
235;0,0004760000
236;0,0004810000
237;0,0004840000
238;0,0004890000
239;0,0004930000
240;0,0004980000
241;0,0005030000
242;0,0005040000
243;0,0005090000
244;0,0006110000
245;0,0005170000
246;0,0005210000
247;0,0005360000
248;0
