0	39
1	31
2	37
3	42
4	46
5	46
6	49
7	61
8	62
9	67
10	73
11	75
12	71
13	75
14	79
15	81
16	86
17	107
18	107
19	109
20	129
21	144
22	152
23	147
24	154
25	161
26	158
27	157
28	182
29	179
30	181
31	211
32	181
33	200
34	211
35	206
36	207
37	213
38	212
39	241
40	243
41	249
42	254
43	242
44	271
45	261
46	273
47	273
48	279
49	230
50	231
51	255
52	253
53	255
54	243
55	237
56	231
57	237
58	240
59	246
60	234
61	260
62	258
63	243
64	269
65	270
66	304
67	303
68	293
69	305
70	308
71	332
72	324
73	331
74	321
75	341
76	320
77	346
78	347
79	348
80	352
81	339
82	352
83	357
84	375
85	364
86	362
87	370
88	366
89	373
90	384
91	367
92	436
93	380
94	429
95	408
96	417
97	420
98	432
99	428
100	432
101	433
102	448
103	436
104	466
105	463
106	457
107	405
108	403
109	398
110	420
111	436
112	420
113	409
114	439
115	430
116	452
117	498
118	487
119	479
120	471
121	473
122	534
123	494
124	563
125	511
126	578
127	574
128	575
129	580
130	584
131	539
132	470
133	482
134	494
135	471
136	490
137	527
138	565
139	500
140	506
141	508
142	496
143	518
144	513
145	514
146	581
147	591
148	590
149	601
150	594
151	606
152	598
153	510
154	541
155	553
156	570
157	556
158	581
159	614
160	582
161	608
162	606
163	603
164	582
165	627
166	597
167	611
168	619
169	615
170	625
171	611
172	589
173	612
174	583
175	594
176	613
177	612
178	607
179	617
180	615
181	650
182	630
183	677
184	710
185	750
186	778
187	716
188	750
189	681
190	697
191	693
192	696
193	698
194	692
195	708
196	715
197	727
198	719
199	719
200	749
201	757
202	696
203	701
204	721
205	770
206	724
207	808
208	729
209	760
210	753
211	744
212	759
213	778
214	800
215	798
216	808
217	753
218	820
219	853
220	738
221	766
222	780
223	761
224	799
225	813
226	803
227	887
228	821
229	801
230	815
231	818
232	815
233	822
234	834
235	863
236	824
237	815
238	835
239	847
240	859
241	838
242	872
243	849
244	898
245	848
246	888
247	910
248	864
249	887
250	884
251	872
252	893
253	895
254	897
255	854
256	869
257	888
258	922
259	910
260	928
261	997
262	919
263	1017
264	1039
265	952
266	948
267	945
268	963
269	972
270	948
271	1028
272	947
273	960
274	939
275	998
276	988
277	971
278	1012
279	1077
280	1021
281	970
282	985
283	1000
284	996
285	1009
286	1012
287	1022
288	1021
289	1044
290	1023
291	1027
292	1042
293	993
294	1033
295	1019
296	1038
297	1029
298	1000
299	1067
300	1006
301	1046
302	1041
303	978
304	974
305	987
306	984
307	1032
308	973
309	1047
310	1010
311	997
312	968
313	1026
314	1040
315	1020
316	1026
317	1036
318	1025
319	1056
320	1085
321	1068
322	1108
323	1051
324	1059
325	1087
326	1079
327	1125
328	1110
329	1072
330	1099
331	1082
332	1079
333	1100
334	1053
335	1075
336	1030
337	1055
338	1062
339	1114
340	1103
341	1160
342	1097
343	1120
344	1086
345	1070
346	1150
347	1157
348	1183
349	1146
350	1139
351	1145
352	1132
353	1079
354	1162
355	1095
356	1186
357	1093
358	1129
359	1162
360	1206
361	1230
362	1167
363	1143
364	1159
365	1200
366	1213
367	1269
368	1214
369	1225
370	1237
371	1172
372	1115
373	1161
374	1171
375	1193
376	1263
377	1196
378	1238
379	1197
380	1238
381	1185
382	1179
383	1223
384	1323
385	1313
386	1305
387	1268
388	1319
389	1294
390	1316
391	1330
392	1267
393	1302
394	1343
395	1321
396	1325
397	1339
398	1325
399	1332
400	1318
401	1318
402	1306
403	1303
404	1318
405	1312
406	1325
407	1294
408	1383
409	1308
410	1351
411	1380
412	1368
413	1296
414	1335
415	1336
416	1371
417	1393
418	1365
419	1398
420	1386
421	1383
422	1389
423	1383
424	1415
425	1325
426	1338
427	1388
428	1397
429	1460
430	1392
431	1393
432	1419
433	1463
434	1425
435	1413
436	1405
437	1404
438	1468
439	1422
440	1410
441	1425
442	1424
443	1467
444	1469
445	1492
446	1487
447	1576
448	1577
449	1525
450	1429
451	1424
452	1466
453	1438
454	1426
455	1591
456	1584
457	1574
458	1383
459	1382
460	1439
461	1456
462	1468
463	1464
464	1453
465	1448
466	1482
467	1489
468	1496
469	1486
470	1642
471	1675
472	1506
473	1464
474	1455
475	1443
476	1563
477	1469
478	1482
479	1501
480	1581
481	1576
482	1533
483	1616
484	1561
485	1430
486	1432
487	1511
488	1561
489	1529
490	1512
491	1552
492	1657
493	1652
494	1694
495	1719
496	1583
497	1599
498	1628
499	1611
500	1629
501	1672
502	1646
503	1578
504	1579
505	1611
506	1601
507	1635
508	1599
509	1616
510	1618
511	1666
512	1722
513	1744
514	1576
515	1589
516	1763
517	1767
518	1724
519	1642
520	1617
521	1641
522	1628
523	1705
524	1754
525	2041
526	1858
527	1663
528	1675
529	1778
530	1670
531	1681
532	1641
533	1689
534	1751
535	1729
536	1688
537	1683
538	1734
539	1726
540	1775
541	1784
542	1841
543	1740
544	1790
545	1781
546	1646
547	1665
548	1677
549	1645
550	1677
551	1686
552	1768
553	1932
554	1859
555	1790
556	1728
557	1687
558	1822
559	2021
560	1949
561	1805
562	1806
563	1795
564	1824
565	1732
566	1866
567	1743
568	1733
569	1797
570	1849
571	1855
572	1845
573	1848
574	1823
575	1883
576	1946
577	2046
578	2058
579	1868
580	1909
581	2005
582	1960
583	1905
584	1896
585	1872
586	1803
587	1827
588	1940
589	1943
590	1916
591	1879
592	1960
593	2044
594	1892
595	1845
596	1840
597	1817
598	1844
599	1892
600	2080
601	2072
602	1866
603	1936
604	1847
605	1898
606	1840
607	1967
608	2050
609	1922
610	1878
611	1951
612	1963
613	2056
614	2048
615	1853
616	1877
617	1847
618	2061
619	2236
620	1881
621	1892
622	1905
623	1949
624	2048
625	2132
626	2177
627	2024
628	1929
629	1975
630	1936
631	2038
632	1983
633	1952
634	1983
635	1952
636	2084
637	2044
638	1915
639	1953
640	2001
641	2015
642	2041
643	2101
644	2146
645	2058
646	2023
647	1930
648	2001
649	1984
650	2128
651	2052
652	1913
653	2116
654	2267
655	1978
656	1999
657	2107
658	2182
659	2179
660	2159
661	2109
662	1992
663	1983
664	2011
665	2163
666	2277
667	1989
668	1957
669	1976
670	1987
671	1998
672	2075
673	2018
674	2034
675	2025
676	2057
677	2018
678	2038
679	2243
680	2153
681	2069
682	2313
683	2254
684	2006
685	2044
686	2063
687	2070
688	2163
689	2175
690	2187
691	2125
692	2117
693	2314
694	2364
695	2243
696	2178
697	2130
698	2267
699	2215
700	2159
701	2263
702	2293
703	2365
704	2272
705	2241
706	2133
707	2290
708	2349
709	2126
710	2141
711	2211
712	2096
713	2204
714	2150
715	2196
716	2317
717	2210
718	2160
719	2321
720	2381
721	2163
722	2190
723	2348
724	2355
725	2324
726	2240
727	2199
728	2413
729	2381
730	2186
731	2333
732	2327
733	2234
734	2272
735	2248
736	2269
737	2175
738	2143
739	2145
740	2265
741	2208
742	2144
743	2164
744	2355
745	2291
746	2216
747	2173
748	2208
749	2247
750	2281
751	2398
752	2427
753	2513
754	2397
755	2467
756	2690
757	2300
758	2231
759	2186
760	2222
761	2241
762	2297
763	2342
764	2392
765	2466
766	2405
767	2218
768	2355
769	2278
770	2350
771	2428
772	2489
773	2395
774	2299
775	2360
776	2283
777	2368
778	2484
779	2329
780	2274
781	2260
782	2257
783	2350
784	2374
785	2373
786	2300
787	2267
788	2323
789	2467
790	2495
791	2332
792	2303
793	2383
794	2474
795	2443
796	2412
797	2342
798	2345
799	2352
800	2351
801	2298
802	2518
803	2533
804	2303
805	2273
806	2400
807	2491
808	2574
809	2646
810	2313
811	2551
812	2490
813	2459
814	2646
815	2571
816	2450
817	2524
818	2582
819	2401
820	2406
821	2455
822	2579
823	2620
824	2510
825	2533
826	2898
827	2409
828	2545
829	2767
830	2701
831	2565
832	2514
833	2349
834	2427
835	2443
836	2441
837	2429
838	2445
839	2435
840	2582
841	2692
842	2445
843	2620
844	2500
845	2470
846	2556
847	2459
848	2657
849	2404
850	2608
851	2719
852	2653
853	2453
854	2427
855	2469
856	2628
857	2619
858	2706
859	2781
860	2741
861	2645
862	2570
863	2485
864	2512
865	2558
866	2485
867	2703
868	2552
869	2670
870	2745
871	2743
872	2743
873	2728
874	2636
875	2566
876	2815
877	2565
878	2648
879	2564
880	2716
881	2628
882	2507
883	2726
884	2682
885	2597
886	2817
887	2766
888	2828
889	2941
890	2687
891	2531
892	2657
893	2709
894	2922
895	2854
896	2892
897	2950
898	2833
899	2657
900	2584
901	2518
902	2537
903	2573
904	2611
905	2584
906	2583
907	2748
908	2832
909	2659
910	2557
911	2694
912	2683
913	2745
914	2894
915	2721
916	2636
917	2708
918	2749
919	2639
920	2728
921	2825
922	2780
923	2651
924	2750
925	2945
926	2820
927	2726
928	2832
929	2780
930	2942
931	2818
932	2825
933	2647
934	2845
935	2882
936	2674
937	2843
938	2870
939	2939
940	2781
941	2702
942	2675
943	2693
944	2885
945	2871
946	2931
947	2778
948	2742
949	2906
950	2712
951	2738
952	3108
953	2763
954	2847
955	2858
956	2742
957	2906
958	2929
959	2776
960	2737
961	2861
962	2819
963	2918
964	2964
965	2774
966	2825
967	2904
968	2754
969	2722
970	2761
971	2896
972	2844
973	2747
974	2967
975	3021
976	2962
977	3047
978	2798
979	3026
980	2986
981	2904
982	2889
983	3076
984	2858
985	2734
986	2795
987	2923
988	2821
989	2999
990	2827
991	2804
992	2845
993	2773
994	2902
995	3171
996	3129
997	2849
998	2847
999	2857
1000	2960
1001	2880
1002	2977
1003	3035
1004	3102
1005	3009
1006	2893
1007	2850
1008	2839
1009	3027
1010	2898
1011	2999
1012	3040
1013	2913
1014	2917
1015	2877
1016	2957
1017	3146
1018	2893
1019	2960
1020	2888
1021	3090
1022	2906
1023	2957
1024	3064
1025	2918
1026	3216
1027	3060
1028	3155
1029	3017
1030	3020
1031	2947
1032	2896
1033	2995
1034	2922
1035	2959
1036	2981
1037	3106
1038	2945
1039	2924
1040	3047
1041	3238
1042	3323
1043	2947
1044	2964
1045	3063
1046	3458
1047	3200
1048	3107
1049	3055
1050	3070
1051	3031
1052	3140
1053	3240
1054	3322
1055	3008
1056	3059
1057	3104
1058	2952
1059	3121
1060	3220
1061	3346
1062	3087
1063	3072
1064	3207
1065	3230
1066	3180
1067	3187
1068	3165
1069	3286
1070	3332
1071	2947
1072	3170
1073	3217
1074	3376
1075	3213
1076	3278
1077	3070
1078	3108
1079	3358
1080	3214
1081	3388
1082	3450
1083	3364
1084	3138
1085	3269
1086	3109
1087	3222
1088	3033
1089	3088
1090	3256
1091	3388
1092	3325
1093	3193
1094	3258
1095	3219
1096	3111
1097	3049
1098	3049
1099	3057
1100	3060
1101	3189
1102	3249
1103	3242
1104	3238
1105	3235
1106	3136
1107	3318
1108	3222
1109	3372
1110	3160
1111	3456
1112	3314
1113	3442
1114	3488
1115	3403
1116	3188
1117	3324
1118	3596
1119	3481
1120	3717
1121	3240
1122	3346
1123	3376
1124	3219
1125	3228
1126	3115
1127	3184
1128	3215
1129	3337
1130	3361
1131	3266
1132	3372
1133	3451
1134	3215
1135	3456
1136	3237
1137	3579
1138	3460
1139	3500
1140	3683
1141	3164
1142	3398
1143	3238
1144	3380
1145	3471
1146	3586
1147	3329
1148	3272
1149	3521
1150	3477
1151	3435
1152	3197
1153	3239
1154	3219
1155	3180
1156	3236
1157	3285
1158	3415
1159	3243
1160	3505
1161	3431
1162	3487
1163	3375
1164	3371
1165	3315
1166	3228
1167	3319
1168	3376
1169	3429
1170	3537
1171	3456
1172	3255
1173	3476
1174	3557
1175	3499
1176	3409
1177	3445
1178	3555
1179	3729
1180	3777
1181	3901
1182	3422
1183	3510
1184	3414
1185	3437
1186	3559
1187	3653
1188	3593
1189	3404
1190	3491
1191	3337
1192	3291
1193	3650
1194	3388
1195	3733
1196	3447
1197	3603
1198	3470
1199	3555
1200	3448
1201	3644
1202	3759
1203	3427
1204	3601
1205	3674
1206	3756
1207	3631
1208	3424
1209	3741
1210	3658
1211	3693
1212	3633
1213	3607
1214	3653
1215	3370
1216	3618
1217	3465
1218	3445
1219	3429
1220	3436
1221	3444
1222	3643
1223	3508
1224	3503
1225	3560
1226	3502
1227	3729
1228	3490
1229	3884
1230	3636
1231	3525
1232	3622
1233	3650
1234	3534
1235	3503
1236	3520
1237	3444
1238	3495
1239	3565
1240	3677
1241	3524
1242	3592
1243	3953
1244	3835
1245	3571
1246	3826
1247	3669
1248	3583
1249	3552
1250	3608
1251	3701
1252	3574
1253	3749
1254	3689
1255	3782
1256	3675
1257	3696
1258	3684
1259	3648
1260	3945
1261	3708
1262	3833
1263	3904
1264	3713
1265	3807
1266	3902
1267	3749
1268	3654
1269	3531
1270	3619
1271	3947
1272	3983
1273	4059
1274	3789
1275	3929
1276	4090
1277	3876
1278	3596
1279	3987
1280	3689
1281	3825
1282	3691
1283	3577
1284	3948
1285	3918
1286	3859
1287	3884
1288	4154
1289	3954
1290	3785
1291	4131
1292	3819
1293	3665
1294	3879
1295	4050
1296	3837
1297	3880
1298	3936
1299	3715
1300	4000
1301	3786
1302	3763
1303	3886
1304	4183
1305	3701
1306	3826
1307	3945
1308	3917
1309	3865
1310	3859
1311	3761
1312	3702
1313	3665
1314	3760
1315	3723
1316	3884
1317	3816
1318	3765
1319	3654
1320	3710
1321	4015
1322	3741
1323	3724
1324	3835
1325	3841
1326	3942
1327	3790
1328	4020
1329	3895
1330	4024
1331	4083
1332	4014
1333	3933
1334	3728
1335	3920
1336	3847
1337	3803
1338	3888
1339	3693
1340	3788
1341	3873
1342	3692
1343	3760
1344	3843
1345	3843
1346	3733
1347	3752
1348	3792
1349	3895
1350	4019
1351	3740
1352	3697
1353	3901
1354	3951
1355	3905
1356	3934
1357	3840
1358	3782
1359	3823
1360	3933
1361	3832
1362	3843
1363	3854
1364	3879
1365	3876
1366	3829
1367	3815
1368	3829
1369	4055
1370	3817
1371	3785
1372	3841
1373	4166
1374	4099
1375	3908
1376	3765
1377	3851
1378	3922
1379	3830
1380	3977
1381	3796
1382	4002
1383	4191
1384	3860
1385	4033
1386	4167
1387	3808
1388	3852
1389	3793
1390	4183
1391	3981
1392	3946
1393	3831
1394	3969
1395	4007
1396	3980
1397	4157
1398	3999
1399	4163
1400	4152
1401	3988
1402	3866
1403	4063
1404	3852
1405	4167
1406	4103
1407	3960
1408	4105
1409	4010
1410	3910
1411	3810
1412	3931
1413	3964
1414	3930
1415	4242
1416	4008
1417	4030
1418	3988
1419	3938
1420	4179
1421	4227
1422	4038
1423	4069
1424	4174
1425	4126
1426	3950
1427	4244
1428	4149
1429	4149
1430	3935
1431	3888
1432	4177
1433	4204
1434	4121
1435	4047
1436	4152
1437	4193
1438	4239
1439	4217
1440	4208
1441	4231
1442	4423
1443	4223
1444	4068
1445	4290
1446	4176
1447	4047
1448	4208
1449	4022
1450	4144
1451	4199
1452	4172
1453	4276
1454	4254
1455	4178
1456	4308
1457	4353
1458	4087
1459	4086
1460	4185
1461	4217
1462	4228
1463	4290
1464	4253
1465	4394
1466	4119
1467	4140
1468	4159
1469	4342
1470	4220
1471	4221
1472	4375
1473	4270
1474	4349
1475	4156
1476	4182
1477	4202
1478	4135
1479	4170
1480	4503
1481	4643
1482	4323
1483	4266
1484	4365
1485	4275
1486	4354
1487	4320
1488	4540
1489	4248
1490	4350
1491	4174
1492	4389
1493	4068
1494	4095
1495	4301
1496	4523
1497	4277
1498	4251
1499	4371
1500	4342
1501	4141
1502	4742
1503	4458
1504	4513
1505	4643
1506	4702
1507	4656
1508	4570
1509	4893
1510	4340
1511	4307
1512	4564
1513	4319
1514	4499
1515	4343
1516	4432
1517	4658
1518	4657
1519	4682
1520	4626
1521	4471
1522	4414
1523	4522
1524	4670
1525	4903
1526	4720
1527	4759
1528	4403
1529	4634
1530	4822
1531	4558
1532	4433
1533	4419
1534	4306
1535	4326
1536	4436
1537	4325
1538	4264
1539	4145
1540	4238
1541	4424
1542	4375
1543	4332
1544	4379
1545	4581
1546	4366
1547	4242
1548	4590
1549	4341
1550	4595
1551	4479
1552	4302
1553	4490
1554	4555
1555	4330
1556	4375
1557	4418
1558	4535
1559	4195
1560	4461
1561	4379
1562	4454
1563	4406
1564	4249
1565	4307
1566	4665
1567	4452
1568	4432
1569	4585
1570	4268
1571	4522
1572	4352
1573	4378
1574	4390
1575	4441
1576	4510
1577	4343
1578	4424
1579	4334
1580	4706
1581	4402
1582	4553
1583	4351
1584	4342
1585	4407
1586	4390
1587	4472
1588	4449
1589	4396
1590	4451
1591	4446
1592	4428
1593	4351
1594	4393
1595	4529
1596	4414
1597	4458
1598	4428
1599	4558
1600	4371
1601	4548
1602	4651
1603	4594
1604	4778
1605	4389
1606	4487
1607	4404
1608	4635
1609	4728
1610	4434
1611	4386
1612	4501
1613	4637
1614	4440
1615	4565
1616	4633
1617	4698
1618	4412
1619	4686
1620	4698
1621	4522
1622	4520
1623	4409
1624	4755
1625	4591
1626	4569
1627	4564
1628	4535
1629	4855
1630	4822
1631	4710
