2;0,0000530000
3;0,0000010000
4;0,0000010000
5;0,0000010000
6;0,0000020000
7;0,0000030000
8;0,0000040000
9;0,0000040000
10;0,0000060000
11;0,0000070000
12;0,0000070000
13;0,0000090000
14;0,0000090000
15;0,0000110000
16;0,0000120000
17;0,0000140000
18;0,0000150000
19;0,0000170000
20;0,0000180000
21;0,0000200000
22;0,0000220000
23;0,0000240000
24;0,0000260000
25;0,0000280000
26;0,0000300000
27;0,0000320000
28;0,0000340000
29;0,0000370000
30;0,0000400000
31;0,0000420000
32;0,0000450000
33;0,0000470000
34;0,0000500000
35;0,0000530000
36;0,0000560000
37;0,0000590000
38;0,0000630000
39;0,0000650000
40;0,0000690000
41;0,0000710000
42;0,0000750000
43;0,0000790000
44;0,0000820000
45;0,0000860000
46;0,0000900000
47;0,0000940000
48;0,0000970000
49;0,0001010000
50;0,0001060000
51;0,0001090000
52;0,0001140000
53;0,0001180000
54;0,0001220000
55;0,0001270000
56;0,0001310000
57;0,0001350000
58;0,0001400000
59;0,0001450000
60;0,0001500000
61;0,0001550000
62;0,0001600000
63;0,0001650000
64;0,0001700000
65;0,0001770000
66;0,0001810000
67;0,0001870000
68;0,0001930000
69;0,0001980000
70;0,0002040000
71;0,0002100000
72;0,0002160000
73;0,0002220000
74;0,0002280000
75;0,0002330000
76;0,0002390000
77;0,0002450000
78;0,0002520000
79;0,0003740000
80;0,0002660000
81;0,0002720000
82;0,0002780000
83;0,0002860000
84;0,0002920000
85;0,0002990000
86;0,0003060000
87;0,0003130000
88;0,0003200000
89;0,0003270000
90;0,0003340000
91;0,0003420000
92;0,0003490000
93;0,0003570000
94;0,0003640000
95;0,0003710000
96;0,0003800000
97;0,0003880000
98;0,0003960000
99;0,0004030000
100;0,0004110000
101;0,0004200000
102;0,0004280000
103;0,0004360000
104;0,0004450000
105;0,0004530000
106;0,0004620000
107;0,0004700000
108;0,0004790000
109;0,0004880000
110;0,0004970000
111;0,0005060000
112;0,0005140000
113;0,0005230000
114;0,0005330000
115;0,0005420000
116;0,0005510000
117;0,0006110000
118;0,0005700000
119;0,0005810000
120;0,0005890000
121;0,0005990000
122;0,0006090000
123;0,0006200000
124;0,0006290000
125;0,0006400000
126;0,0006490000
127;0,0006590000
128;0,0006690000
129;0,0006790000
130;0,0006890000
131;0,0007000000
132;0,0007110000
133;0,0007210000
134;0,0007330000
135;0,0007430000
136;0,0007540000
137;0,0007650000
138;0,0007760000
139;0,0007870000
140;0,0007390000
141;0,0003090000
142;0,0003120000
143;0,0003170000
144;0,0003220000
145;0,0003260000
146;0,0003300000
147;0,0003350000
148;0,0003390000
149;0,0003440000
150;0,0003490000
151;0,0003530000
152;0,0003580000
153;0,0003620000
154;0,0003670000
155;0,0003720000
156;0,0003770000
157;0,0003810000
158;0,0003870000
159;0,0003910000
160;0,0003960000
161;0,0004010000
162;0,0004060000
163;0,0004110000
164;0,0004160000
165;0,0004210000
166;0,0004270000
167;0,0004320000
168;0,0004360000
169;0,0004420000
170;0,0004470000
171;0,0004520000
172;0,0004570000
173;0,0004630000
174;0,0004680000
175;0,0004740000
176;0,0004780000
177;0,0004850000
178;0,0005760000
179;0,0005170000
180;0,0005010000
181;0,0005060000
182;0,0005120000
183;0,0005180000
184;0,0005230000
185;0,0005280000
186;0,0005350000
187;0,0005400000
188;0,0005460000
189;0,0005520000
190;0,0005570000
191;0,0005630000
192;0,0005690000
193;0,0005750000
194;0,0005810000
195;0,0005870000
196;0,0005930000
197;0,0005990000
198;0,0006050000
199;0,0006110000
200;0,0006180000
201;0,0006230000
202;0,0006290000
203;0,0006360000
204;0,0006420000
205;0,0006480000
206;0,0006350000
207;0,0004210000
208;0,0004250000
209;0,0004290000
210;0,0004330000
211;0,0004370000
212;0,0004410000
213;0,0004450000
214;0,0004490000
215;0,0004530000
216;0,0004570000
217;0,0004620000
218;0,0004670000
219;0,0004710000
220;0,0004750000
221;0,0004790000
222;0,0004830000
223;0,0004880000
224;0,0004920000
225;0,0004960000
226;0,0005000000
227;0,0005050000
228;0,0005090000
229;0,0005140000
230;0,0005180000
231;0,0005230000
232;0,0005280000
233;0,0005620000
234;0,0005470000
235;0,0005410000
236;0,0005460000
237;0,0005510000
238;0,0006240000
239;0,0005600000
240;0,0005650000
241;0,0005700000
242;0,0005740000
243;0,0005790000
244;0,0005830000
245;0,0005890000
246;0,0005930000
247;0,0005970000
248;0,0006020000
249;0,0006070000
250;0,0006120000
251;0,0006170000
252;0,0006220000
253;0,0006270000
254;0,0006320000
255;0,0006370000
256;0,0006420000
257;0,0006460000
258;0,0006520000
259;0,0006560000
260;0,0006620000
261;0,0006670000
262;0,0006720000
263;0,0007190000
264;0,0006820000
265;0,0006880000
266;0,0006930000
267;0,0006980000
268;0,0007030000
269;0,0007080000
270;0,0007130000
271;0,0007190000
272;0,0007240000
273;0,0007300000
274;0,0007340000
275;0,0007400000
276;0,0007460000
277;0,0007520000
278;0,0007560000
279;0,0007620000
280;0,0007680000
281;0,0007730000
282;0,0007780000
283;0,0007840000
284;0,0008390000
285;0,0007940000
286;0,0008000000
287;0,0008060000
288;0,0008120000
289;0,0008180000
290;0,0008230000
291;0,0008280000
292;0,0008340000
293;0,0008400000
294;0,0008450000
295;0,0008510000
296;0,0008570000
297;0,0008630000
298;0,0008690000
299;0,0008740000
300;0,0008800000
301;0,0008870000
302;0,0008920000
303;0,0009400000
304;0,0009040000
305;0,0009100000
306;0,0009150000
307;0,0009210000
308;0,0009280000
309;0,0009340000
310;0,0009400000
311;0,0009450000
312;0,0009520000
313;0,0009580000
314;0,0009640000
315;0,0009700000
316;0,0009760000
317;0,0009830000
318;0,0009890000
319;0,0010630000
320;0,0010010000
321;0,0010080000
322;0,0010140000
323;0,0010200000
324;0,0010260000
325;0,0010320000
326;0,0010380000
327;0,0010450000
328;0,0010510000
329;0,0010580000
330;0,0010640000
331;0,0010700000
332;0,0010770000
333;0,0010840000
334;0,0011600000
335;0,0013610000
336;0,0011030000
337;0,0011100000
338;0,0011160000
339;0,0011230000
340;0,0011300000
341;0,0011360000
342;0,0011430000
343;0,0011490000
344;0,0011560000
345;0,0011620000
346;0,0011700000
347;0,0011770000
348;0,0012320000
349;0,0011900000
350;0,0011960000
351;0,0012040000
352;0,0012100000
353;0,0012170000
354;0,0012240000
355;0,0012310000
356;0,0012380000
357;0,0012450000
358;0,0012520000
359;0,0012580000
360;0,0013470000
361;0,0012720000
362;0,0012800000
363;0,0012870000
364;0,0012940000
365;0,0013010000
366;0,0013080000
367;0,0013150000
368;0,0013230000
369;0,0013290000
370;0,0013370000
371;0,0013440000
372;0,0013980000
373;0,0013590000
374;0,0013660000
375;0,0013730000
376;0,0013810000
